Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","274621.3","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","141503","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","1595.89","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","1367","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","414803.53","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","203131","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","368.95","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","603","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","286962.41","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","171519","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0141","Soya beans","2020","2020","t","5317336.42","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0141","Soya beans","2020","2020","1000 USD","1982370","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0141","Soya beans","2020","2020","t","6359763.73","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0141","Soya beans","2020","2020","1000 USD","2186202","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0141","Soya beans","2021","2021","t","4866019.88","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0141","Soya beans","2021","2021","1000 USD","2623687","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0141","Soya beans","2021","2021","t","4284452.89","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0141","Soya beans","2021","2021","1000 USD","2232371","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0141","Soya beans","2022","2022","t","3310610.21","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0141","Soya beans","2022","2022","1000 USD","2121314","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0141","Soya beans","2022","2022","t","5195178.02","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0141","Soya beans","2022","2022","1000 USD","3081557","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0141","Soya beans","2023","2023","t","10367695.33","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0141","Soya beans","2023","2023","1000 USD","5620022","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0141","Soya beans","2023","2023","t","1853775.81","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0141","Soya beans","2023","2023","1000 USD","1023976","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0111","Wheat","2020","2020","t","17.84","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0111","Wheat","2020","2020","1000 USD","58","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0111","Wheat","2020","2020","t","10196930.53","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0111","Wheat","2020","2020","1000 USD","2029494","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0111","Wheat","2021","2021","t","84.65","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0111","Wheat","2021","2021","1000 USD","155","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0111","Wheat","2021","2021","t","9485175.01","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0111","Wheat","2021","2021","1000 USD","2454059","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0111","Wheat","2022","2022","t","52.05","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0111","Wheat","2022","2022","1000 USD","152","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0111","Wheat","2022","2022","t","12938182.07","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0111","Wheat","2022","2022","1000 USD","4000808","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5610","Import quantity","0111","Wheat","2023","2023","t","55.75","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","0111","Wheat","2023","2023","1000 USD","152","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5910","Export quantity","0111","Wheat","2023","2023","t","2844595.54","A","Official value",""
"TCL","Crops and livestock products","032","Argentina","5922","Export value","0111","Wheat","2023","2023","1000 USD","999432","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0113","Rice","2020","2020","t","250.89","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0113","Rice","2020","2020","1000 USD","179","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0113","Rice","2020","2020","t","70.69","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0113","Rice","2020","2020","1000 USD","320","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0113","Rice","2021","2021","t","281.82","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0113","Rice","2021","2021","1000 USD","246","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0113","Rice","2021","2021","t","32.48","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0113","Rice","2021","2021","1000 USD","57","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0113","Rice","2022","2022","t","176.62","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0113","Rice","2022","2022","1000 USD","168","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0113","Rice","2022","2022","t","104.61","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0113","Rice","2022","2022","1000 USD","75","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0113","Rice","2023","2023","t","136.8","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0113","Rice","2023","2023","1000 USD","112","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0113","Rice","2023","2023","t","43.7","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0113","Rice","2023","2023","1000 USD","33","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","23161.02","Rice, milled","2020","2020","t","258435.26","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","23161.02","Rice, milled","2020","2020","1000 USD","263310","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","23161.02","Rice, milled","2020","2020","t","41533","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","23161.02","Rice, milled","2020","2020","1000 USD","49774","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","23161.02","Rice, milled","2021","2021","t","185150.9","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","23161.02","Rice, milled","2021","2021","1000 USD","188406","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","23161.02","Rice, milled","2021","2021","t","56157.6","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","23161.02","Rice, milled","2021","2021","1000 USD","63703","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","23161.02","Rice, milled","2022","2022","t","230433.39","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","23161.02","Rice, milled","2022","2022","1000 USD","254303","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","23161.02","Rice, milled","2022","2022","t","163085","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","23161.02","Rice, milled","2022","2022","1000 USD","171699","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","23161.02","Rice, milled","2023","2023","t","213524.22","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","23161.02","Rice, milled","2023","2023","1000 USD","228060","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","23161.02","Rice, milled","2023","2023","t","208863","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","23161.02","Rice, milled","2023","2023","1000 USD","231551","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","276394.21","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","277781","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","43993.65","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","53399","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","203671.84","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","200567","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","73318.98","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","82398","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","248998.68","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","268407","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","207816.51","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","215875","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","220697.64","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","235273","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","250709.57","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","273329","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0141","Soya beans","2020","2020","t","4783.65","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0141","Soya beans","2020","2020","1000 USD","5274","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0141","Soya beans","2020","2020","t","1010.92","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0141","Soya beans","2020","2020","1000 USD","929","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0141","Soya beans","2021","2021","t","2325.03","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0141","Soya beans","2021","2021","1000 USD","3352","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0141","Soya beans","2021","2021","t","8259.1","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0141","Soya beans","2021","2021","1000 USD","6507","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0141","Soya beans","2022","2022","t","2788.88","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0141","Soya beans","2022","2022","1000 USD","3451","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0141","Soya beans","2022","2022","t","14218.13","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0141","Soya beans","2022","2022","1000 USD","11699","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0141","Soya beans","2023","2023","t","1548.21","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0141","Soya beans","2023","2023","1000 USD","2360","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0141","Soya beans","2023","2023","t","5293.06","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0141","Soya beans","2023","2023","1000 USD","4507","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0111","Wheat","2020","2020","t","482237.46","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0111","Wheat","2020","2020","1000 USD","126810","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0111","Wheat","2020","2020","t","10400418.49","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0111","Wheat","2020","2020","1000 USD","2698498","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0111","Wheat","2021","2021","t","1070.22","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0111","Wheat","2021","2021","1000 USD","750","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0111","Wheat","2021","2021","t","25563035.49","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0111","Wheat","2021","2021","1000 USD","7105524","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0111","Wheat","2022","2022","t","687.31","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0111","Wheat","2022","2022","1000 USD","537","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0111","Wheat","2022","2022","t","28781090.41","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0111","Wheat","2022","2022","1000 USD","10008195","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5610","Import quantity","0111","Wheat","2023","2023","t","42.81","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5622","Import value","0111","Wheat","2023","2023","1000 USD","66","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5910","Export quantity","0111","Wheat","2023","2023","t","29292037.83","A","Official value",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","0111","Wheat","2023","2023","1000 USD","9276804","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0113","Rice","2020","2020","t","244804.2","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0113","Rice","2020","2020","1000 USD","82070","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0113","Rice","2020","2020","t","518496.18","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0113","Rice","2020","2020","1000 USD","139600","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0113","Rice","2021","2021","t","96884.31","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0113","Rice","2021","2021","1000 USD","32477","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0113","Rice","2021","2021","t","234762.69","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0113","Rice","2021","2021","1000 USD","72577","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0113","Rice","2022","2022","t","48903.11","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0113","Rice","2022","2022","1000 USD","14993","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0113","Rice","2022","2022","t","939774.89","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0113","Rice","2022","2022","1000 USD","313260","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0113","Rice","2023","2023","t","25893.27","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0113","Rice","2023","2023","1000 USD","11979","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0113","Rice","2023","2023","t","808173.67","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0113","Rice","2023","2023","1000 USD","315153","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","23161.02","Rice, milled","2020","2020","t","518649.63","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","23161.02","Rice, milled","2020","2020","1000 USD","243340","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","23161.02","Rice, milled","2020","2020","t","486549.81","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","23161.02","Rice, milled","2020","2020","1000 USD","237169","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","23161.02","Rice, milled","2021","2021","t","388465.96","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","23161.02","Rice, milled","2021","2021","1000 USD","196800","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","23161.02","Rice, milled","2021","2021","t","271003.54","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","23161.02","Rice, milled","2021","2021","1000 USD","160864","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","23161.02","Rice, milled","2022","2022","t","498025.86","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","23161.02","Rice, milled","2022","2022","1000 USD","238480","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","23161.02","Rice, milled","2022","2022","t","328716.62","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","23161.02","Rice, milled","2022","2022","1000 USD","164786","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","23161.02","Rice, milled","2023","2023","t","607503.72","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","23161.02","Rice, milled","2023","2023","1000 USD","364322","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","23161.02","Rice, milled","2023","2023","t","191425.77","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","23161.02","Rice, milled","2023","2023","1000 USD","127153","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","869239.02","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","397832","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","1217888.55","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","503577","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","686821.85","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","332747","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","770898.87","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","359087","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","831130.48","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","374260","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","1409133.71","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","657486","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","990313.49","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","558480","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","1168989.47","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","621439","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0141","Soya beans","2020","2020","t","821992.21","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0141","Soya beans","2020","2020","1000 USD","281635","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0141","Soya beans","2020","2020","t","82973413.18","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0141","Soya beans","2020","2020","1000 USD","28564147","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0141","Soya beans","2021","2021","t","863703.53","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0141","Soya beans","2021","2021","1000 USD","408317","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0141","Soya beans","2021","2021","t","86109785.78","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0141","Soya beans","2021","2021","1000 USD","38638731","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0141","Soya beans","2022","2022","t","419172.2","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0141","Soya beans","2022","2022","1000 USD","202667","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0141","Soya beans","2022","2022","t","78932117.89","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0141","Soya beans","2022","2022","1000 USD","46664334","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0141","Soya beans","2023","2023","t","181024.33","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0141","Soya beans","2023","2023","1000 USD","88617","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0141","Soya beans","2023","2023","t","101869901.16","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0141","Soya beans","2023","2023","1000 USD","53244619","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0111","Wheat","2020","2020","t","6159925.81","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0111","Wheat","2020","2020","1000 USD","1459354","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0111","Wheat","2020","2020","t","560878.5","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0111","Wheat","2020","2020","1000 USD","111731","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0111","Wheat","2021","2021","t","6225072.82","A","Official value",""
